Date,Price
1930-12-01,-0.03577974831899864
1931-01-01,-0.08192591754932271
1931-02-01,0.05274555591876585
1931-03-01,0.03861917758295238
1931-04-01,-0.1690385839535058
1931-05-01,-0.32489962492531455
1931-06-01,-0.34514743387331365
1931-07-01,-0.2881710412521995
1931-08-01,-0.34043864109470917
1931-09-01,-0.542445851296842
1931-10-01,-0.7331519588303239
1931-11-01,-0.6832387553771162
1931-12-01,-0.8772410178556214
1932-01-01,-0.9172657564737595
1932-02-01,-0.9139696015287363
1932-03-01,-0.893721792580737
1932-04-01,-1.0538207470532897
1932-05-01,-1.1687152908512393
1932-06-01,-1.2158032186372842
1932-07-01,-1.207327391635796
1932-08-01,-1.0505245921082664
1932-09-01,-0.9883685274306873
1932-10-01,-1.0420487651067785
1932-11-01,-1.0712432803341263
1932-12-01,-1.1027921919507764
1933-01-01,-1.0745394352791495
1933-02-01,-1.1376372585124497
1933-03-01,-1.1131515360637063
1933-04-01,-1.0288641453266858
1933-05-01,-0.8725322250770169
1933-06-01,-0.7736475767263226
1933-07-01,-0.7289140453295798
1933-08-01,-0.7260887696624172
1933-09-01,-0.7204382183280917
1933-10-01,-0.7938953856743217
1933-11-01,-0.7581085605569277
1933-12-01,-0.7242052525509753
1934-01-01,-0.6884184274335813
1934-02-01,-0.6502772059268848
1934-03-01,-0.6935980994900461
1934-04-01,-0.681826117543535
1934-05-01,-0.7510453713890209
1934-06-01,-0.7538706470561836
1934-07-01,-0.7882448343399964
1934-08-01,-0.7943662649521823
1934-09-01,-0.8075508847322748
1934-10-01,-0.7811816451720897
1934-11-01,-0.7312684417188821
1934-12-01,-0.6983068922686506
1935-01-01,-0.6851222724885581
1935-02-01,-0.6804134797099536
1935-03-01,-0.7152585462716268
1935-04-01,-0.6639327049848378
1935-05-01,-0.5951843304172123
1935-06-01,-0.5716403665241898
1935-07-01,-0.5019502334008433
1935-08-01,-0.4614546155048447
1935-09-01,-0.4261386696653111
1935-10-01,-0.3875265688807541
1935-11-01,-0.2938215925865248
1935-12-01,-0.3225452285360123
1936-01-01,-0.27922433497285076
1936-02-01,-0.2255440972967597
1936-03-01,-0.2010583748480164
1936-04-01,-0.2175391495731321
1936-05-01,-0.24908806118978216
1936-06-01,-0.19729134062513276
1936-07-01,-0.1290138453353676
1936-08-01,-0.10358636433090347
1936-09-01,-0.0805132797157413
1936-10-01,-0.028245679873231615
1936-11-01,0.04568236675085911
1936-12-01,0.029201592025743395
1937-01-01,0.05980874508667259
1937-02-01,0.11725601698564733
1937-03-01,0.10501315576127554
1937-04-01,0.016016972245650764
1937-05-01,-0.038134144708300885
1937-06-01,-0.053202281599835206
1937-07-01,0.017900489357092455
1937-08-01,0.06593017569885821
1937-09-01,-0.1478490164497856
1937-10-01,-0.33949688253898835
1937-11-01,-0.4821733037307045
1937-12-01,-0.4859403379535881
1938-01-01,-0.458629339837682
1938-02-01,-0.47558099384065816
1938-03-01,-0.5763491593027943
1938-04-01,-0.611665105142328
1938-05-01,-0.5876502619714451
1938-06-01,-0.5005375955672621
1938-07-01,-0.3409095203725697
1938-08-01,-0.3296084177039191
1938-09-01,-0.3715166734334989
1938-10-01,-0.25709300891340975
1938-11-01,-0.22318970090745746
1938-12-01,-0.23401992429824783
1939-01-01,-0.28534576558503666
1939-02-01,-0.292879834030804
1939-03-01,-0.319249073590989
1939-04-01,-0.4600419776712634
1939-05-01,-0.40447822288373037
1939-06-01,-0.38470129321359153
1939-07-01,-0.35550677798624375
1939-08-01,-0.35927381220912713
1939-09-01,-0.2971177475315479
1939-10-01,-0.22036442524029465
1939-11-01,-0.2523842161348052
1939-12-01,-0.25991828458057253
1940-01-01,-0.2561512503576889
1940-02-01,-0.27310290436066514
1940-03-01,-0.2726320250828046
1940-04-01,-0.2533259746905261
1940-05-01,-0.4228425147202878
1940-06-01,-0.5471546440754466
1940-07-01,-0.4934744063993553
1940-08-01,-0.47652275239637915
1940-09-01,-0.41954635977526467
1940-10-01,-0.4068326192730326
1940-11-01,-0.39553151660438196
1940-12-01,-0.4289639453324737
1941-01-01,-0.4435612029461477
1941-02-01,-0.5151348531809359
1941-03-01,-0.5071299054573083
1941-04-01,-0.5259650765717263
1941-05-01,-0.5593975052998181
1941-06-01,-0.5259650765717263
1941-07-01,-0.4656925290055888
1941-08-01,-0.46522164972772834
1941-09-01,-0.45580406417051933
1941-10-01,-0.5047755090680061
1941-11-01,-0.5546887125212137
1941-12-01,-0.6069563123637235
1942-01-01,-0.6064854330858631
1942-02-01,-0.6403887410918153
1942-03-01,-0.686064031044279
1942-04-01,-0.7369189930532074
1942-05-01,-0.7298558038853007
1942-06-01,-0.6794717211542327
1942-07-01,-0.6606365500398147
1942-08-01,-0.6568695158169311
1942-09-01,-0.6418013789253968
1942-10-01,-0.5975387268065145
1942-11-01,-0.5674024530234457
1942-12-01,-0.5537469539654927
1943-01-01,-0.5041162780790014
1943-02-01,-0.4554273607482309
1943-03-01,-0.4072093226953209
1943-04-01,-0.39449558219308883
1943-05-01,-0.34674842341803935
1943-06-01,-0.32838413158148166
1943-07-01,-0.33026764869292363
1943-08-01,-0.3741535973895175
1943-09-01,-0.3448649063065974
1943-10-01,-0.3539999642970901
1943-11-01,-0.3946839339042331
1943-12-01,-0.4001461335274142
1944-01-01,-0.3641709566988759
1944-02-01,-0.37773227990125685
1944-03-01,-0.350609633496495
1944-04-01,-0.36624282552146187
1944-05-01,-0.3418512789282906
1944-06-01,-0.29033708593035745
1944-07-01,-0.26283773610330735
1944-08-01,-0.27329125607180915
1944-09-01,-0.29090214106379003
1944-10-01,-0.2690533425710652
1944-11-01,-0.274138838771958
1944-12-01,-0.2451326752557545
1945-01-01,-0.21047596040522537
1945-02-01,-0.17751441095499393
1945-03-01,-0.17939792806643562
1945-04-01,-0.14813154401650186
1945-05-01,-0.09294449265125711
1945-06-01,-0.08672888618349921
1945-07-01,-0.1125330706102519
1945-08-01,-0.07561613522599281
1945-09-01,0.017429610079232164
1945-10-01,0.0858012812245693
1945-11-01,0.12610854740942376
1945-12-01,0.15530306263677154
1946-01-01,0.20879494860171863
1946-02-01,0.19353845999904004
1946-03-01,0.1747974647401941
1946-04-01,0.26181595528880514
1946-05-01,0.2884677224157067
1946-06-01,0.2830055227925254
1946-07-01,0.23959045337379184
1946-08-01,0.1969287907996354
1946-09-01,-0.026079635195073378
1946-10-01,-0.06045382247888622
1946-11-01,-0.06563349453535126
1946-12-01,-0.028622383295519898
1947-01-01,0.002361473187697579
1947-02-01,0.04624742188429167
1947-03-01,0.011025651900329994
1947-04-01,-0.03653315516357548
1947-05-01,-0.06817624263579752
1947-06-01,-0.030411724551389584
1947-07-01,0.06979138577731413
1947-08-01,0.044646432339566
1947-09-01,0.01309752072291596
1947-10-01,0.054158193752346984
1947-11-01,0.05020280781831933
1947-12-01,0.02355104069141779
1948-01-01,0.0015138904875490063
1948-02-01,-0.05339063331097948
1948-03-01,-0.04378469604262622
1948-04-01,0.04332797036155687
1948-05-01,0.09154600841446664
1948-06-01,0.13731547422250243
1948-07-01,0.09851502172680136
1948-08-01,0.051709621507472735
1948-09-01,0.044552256483993996
1948-10-01,0.08551875365785301
1948-11-01,0.042668739372552035
1948-12-01,-0.0035716057133440373
1949-01-01,0.021950051146692382
1949-02-01,-0.0019706161686183603
1949-03-01,0.0010430112096884501
1949-04-01,-0.007056112369511404
1949-05-01,-0.03248359337397555
1949-06-01,-0.10424559531990804
1949-07-01,-0.034649638052133516
1949-08-01,0.032780274537482765
1949-09-01,0.04436390477284972
1949-10-01,0.09625480119307113
1949-11-01,0.13985822232294895
1949-12-01,0.19466857026590514
1950-01-01,0.2245223164822575
1950-02-01,0.2590848554772146
1950-03-01,0.2858307984596882
1950-04-01,0.34582081845910917
1950-05-01,0.4088244658368375
1950-06-01,0.4244576578618044
1950-07-01,0.27641321290247917
1950-08-01,0.38283192969894053
1950-09-01,0.445082170232092
1950-10-01,0.5026236179866388
1950-11-01,0.5031886731200713
1950-12-01,0.5020585628532063
1951-01-01,0.6451116874672107
1951-02-01,0.7286456713596544
1951-03-01,0.6926704945311161
1951-04-01,0.7290223747819429
1951-05-01,0.7384399603391519
1951-06-01,0.6909753291308185
1951-07-01,0.7312825953156729
1951-08-01,0.8378896638232788
1951-09-01,0.9173740859261226
1951-10-01,0.883188250353454
1951-11-01,0.787882284514499
1951-12-01,0.8489082389252129
1952-01-01,0.9018350697567274
1952-02-01,0.8404324119237251
1952-03-01,0.8337459261781068
1952-04-01,0.8155699860526935
1952-05-01,0.8067174556289171
1952-06-01,0.8705686857067937
1952-07-01,0.9426132152194427
1952-08-01,0.9488288216872004
1952-09-01,0.9083332037912016
1952-10-01,0.864729782661324
1952-11-01,0.9457210184533216
1952-12-01,1.0359414880913835
1953-01-01,1.059391276128834
1953-02-01,1.0170121411213935
1953-03-01,1.0438522599594393
1953-04-01,0.9354558501959634
1953-05-01,0.9501472836652095
1953-06-01,0.8563481315154082
1953-07-01,0.888744625832207
1953-08-01,0.9065438625353319
1953-09-01,0.8094485554405073
1953-10-01,0.892605835910663
1953-11-01,0.9525958559100842
1953-12-01,0.9907370774167802
1954-01-01,1.0424396221258576
1954-02-01,1.094142166834935
1954-03-01,1.1602536174465419
1954-04-01,1.271098599454892
1954-05-01,1.3835445710079672
1954-06-01,1.4311033780718727
1954-07-01,1.5569223211161842
1954-08-01,1.6020325559352155
1954-09-01,1.664659499890655
1954-10-01,1.7172096272998816
1954-11-01,1.88164067112875
1954-12-01,2.0520047938586603
1955-01-01,2.09523151156625
1955-02-01,2.20654737285246
1955-03-01,2.1939278082058005
1955-04-01,2.3265274128513025
1955-05-01,2.312966089648922
1955-06-01,2.4941604357696225
1955-07-01,2.6954142391271785
1955-08-01,2.6495505974635707
1955-09-01,2.8298031850285508
1955-10-01,2.605853000478121
1955-11-01,2.8312158228621316
1955-12-01,2.9065565073198036
1956-01-01,2.8139816412924397
1956-02-01,2.82123318217149
1956-03-01,3.0769206300497145
1956-04-01,3.1557458211635536
1956-05-01,3.006571265937363
1956-06-01,2.9136196964877104
1956-07-01,3.143691311650326
1956-08-01,3.1618672517757394
1956-09-01,3.0047819246814935
1956-10-01,2.899210790585181
1956-11-01,2.8572083590000283
1956-12-01,2.976529168009866
1957-01-01,2.9189877202553194
1957-02-01,2.739488539534916
1957-03-01,2.7954289977447377
1957-04-01,2.9144672791878596
1957-05-01,3.0595922726244495
1957-06-01,3.1014063524984574
1957-07-01,3.1896491291695055
1957-08-01,2.9384821223587423
1957-09-01,2.786105588043101
1957-10-01,2.5185519823627938
1957-11-01,2.4559250384073543
1957-12-01,2.457902731374368
1958-01-01,2.5402124291443746
1958-02-01,2.525897699097417
